id,long,lat,dro1945,dro2045B1,dro2095B1,dro2045A1fi,dro2095A1fi,gdd1945,gdd2045B1,gdd2095B1,gdd2045A1fi,gdd2095A1fi,Tc1945,Tc2045B1,Tc2095B1,Tc2045A1fi,Tc2095A1fi,Tw1945,Tw2045B1,Tw2095B1,Tw2045A1fi,Tw2095A1fi
165,-8.75,37.92,0.45,0.518,0.549,0.52,0.6,4154,4931,5364,5187,6554,11,12.3,13.1,12.7,15.1,22,25.3,26.9,25.7,30.8
166,-8.75,38.08,0.44,0.509,0.542,0.51,0.59,4191,4974,5404,5223,6615,11,12.2,13,12.6,15.1,22.2,25.6,27.2,26,30.7
167,-8.75,38.25,0.44,0.509,0.542,0.51,0.6,4279,5063,5499,5324,6734,11.1,12.4,13.1,12.8,15.2,22.5,26,27.8,26.6,31.7
168,-8.75,38.42,0.44,0.508,0.54,0.51,0.59,4343,5133,5566,5391,6820,11.2,12.4,13.2,12.8,15.2,22.8,26.5,28.4,27.1,32.5
169,-8.75,38.58,0.43,0.495,0.533,0.5,0.59,4304,5114,5551,5373,6804,11,12.4,13.1,12.7,15.2,22.7,26.8,28.8,27.4,33.3
170,-8.75,38.75,0.41,0.482,0.525,0.49,0.58,4279,5115,5579,5379,6851,10.9,12.4,13.4,12.7,15.2,22.8,26.9,29,27.6,33.7
171,-8.75,38.92,0.4,0.471,0.518,0.48,0.58,4316,5136,5600,5395,6870,11,12.6,13.6,12.8,15.3,22.9,27.2,29.9,27.8,34.4
172,-8.75,39.08,0.38,0.452,0.501,0.46,0.57,4292,5109,5582,5362,6853,10.8,12.4,13.4,12.5,15.1,22.8,27.8,31,28,35.9
173,-8.75,39.25,0.36,0.42,0.474,0.43,0.54,4191,4997,5464,5243,6737,10.5,12.1,13.1,12.2,14.8,22.6,27.5,30.6,27.9,35.6
174,-8.75,39.42,0.32,0.376,0.435,0.38,0.51,3969,4781,5254,5030,6537,9.9,11.5,12.5,11.6,14.2,22.1,27,30.1,27.2,35.1
175,-8.75,39.58,0.26,0.311,0.372,0.32,0.46,3574,4413,4889,4666,6172,8.8,10.4,11.4,10.6,13.1,21.1,26.1,29.3,26.4,34.3
176,-8.75,39.75,0.28,0.336,0.398,0.35,0.48,3920,4768,5235,5012,6537,9.7,11.4,12.3,11.5,14,21.8,26.8,29.9,27,34.9
177,-8.75,39.92,0.27,0.332,0.391,0.34,0.48,3975,4808,5293,5067,6582,9.9,11.5,12.5,11.7,14.2,21.7,26.6,29.5,26.8,34.1
178,-8.75,40.08,0.27,0.328,0.387,0.34,0.47,4020,4866,5348,5118,6637,10.1,11.7,12.7,11.9,14.4,21.8,26.6,29.5,26.8,34.3
179,-8.75,40.25,0.25,0.311,0.375,0.32,0.46,3941,4802,5281,5045,6564,10,11.7,12.6,11.8,14.3,21.5,26.5,29.6,26.7,34.3
180,-8.75,40.42,0.25,0.304,0.368,0.31,0.46,3892,4750,5229,5005,6515,9.8,11.6,12.5,11.7,14.2,21.2,26.5,29.6,26.7,34.5
181,-8.75,40.58,0.25,0.297,0.36,0.3,0.45,3841,4695,5168,4942,6436,9.8,11.4,12.4,11.6,14,20.9,26.2,29.3,26.4,34.3
182,-8.75,41.25,0.22,0.267,0.319,0.28,0.42,3439,4250,4699,4500,5945,9,10.7,11.5,10.7,13,19.7,24.6,27.5,25,32.6
183,-8.75,41.42,0.21,0.262,0.303,0.27,0.41,3451,4235,4653,4497,5896,9,10.6,11.4,10.8,13,19.8,24,26.5,24.7,31.8
184,-8.75,41.58,0.2,0.248,0.283,0.26,0.39,3363,4128,4528,4408,5777,8.8,10.4,11.2,10.5,12.8,19.6,23.3,25.4,24.4,31.1
185,-8.75,41.75,0.17,0.224,0.26,0.24,0.36,3162,3897,4299,4180,5534,8.2,9.8,10.6,9.9,12.1,19.2,22.5,24.4,23.8,30.2
186,-8.75,41.92,0.17,0.219,0.253,0.24,0.35,3263,3991,4373,4275,5604,8.4,10,10.7,10.2,12.3,19.5,22.9,24.8,24.2,30.6
187,-8.75,42.08,0.15,0.196,0.231,0.22,0.32,3059,3791,4172,4077,5403,7.9,9.6,10.4,9.8,11.9,19,22.4,24.3,23.7,30.1
188,-8.75,42.25,0.15,0.201,0.231,0.22,0.32,3257,4001,4379,4278,5619,8.5,10.2,11,10.4,12.7,19.5,23,24.9,24.2,30.7
189,-8.75,42.42,0.15,0.196,0.23,0.22,0.32,3263,4013,4403,4293,5640,8.6,10.4,11.2,10.6,12.8,19.5,23,24.9,24.2,30.7
190,-8.75,42.58,0.16,0.204,0.236,0.23,0.34,3363,4134,4525,4421,5777,9,10.9,11.7,11.1,13.4,19.7,23.1,25,24.4,30.8
191,-8.75,42.75,0.12,0.177,0.212,0.2,0.31,3004,3791,4190,4080,5452,8.1,10.1,10.9,10.3,12.7,18.7,22.2,24,23.3,29.8
192,-8.75,42.92,0.1,0.168,0.206,0.19,0.32,2864,3669,4075,3961,5352,8,10.1,11,10.3,13,18.3,22,24,23.2,29.7
193,-8.75,43.08,0.08,0.155,0.196,0.18,0.31,2706,3508,3922,3794,5172,7.6,9.9,10.8,10.2,12.9,17.7,21.4,23.4,22.6,29.1
194,-8.75,43.25,0.12,0.198,0.24,0.22,0.36,3158,3933,4326,4198,5524,9.2,11.4,12.3,11.7,14.4,18.6,22.3,24.3,23.4,30
195,-8.75,51.58,0.02,0.023,0.022,0.02,0.1,2146,2569,2825,2718,3543,6.6,7.9,8.5,8.3,10.2,15.8,17.4,18.3,18.1,21.4
196,-8.75,51.75,0.02,0.023,0.022,0.02,0.1,2021,2466,2724,2609,3437,6.2,7.5,8.1,7.9,9.8,15.6,17.1,18.1,17.8,21.1
197,-8.75,51.92,0.02,0.023,0.023,0.02,0.11,1918,2387,2646,2533,3373,5.8,7.2,7.8,7.6,9.5,15.4,17,17.9,17.7,21
198,-8.75,52.08,0.02,0.023,0.023,0.02,0.09,1763,2223,2491,2369,3219,5.2,6.6,7.2,6.9,8.8,15,16.7,17.6,17.4,20.7
199,-8.75,52.25,0.02,0.023,0.023,0.02,0.11,1803,2271,2539,2417,3258,5.3,6.6,7.3,7,8.9,15.2,16.9,17.9,17.6,20.9
200,-8.75,52.42,0.02,0.023,0.023,0.02,0.12,1888,2351,2615,2494,3347,5.4,6.8,7.4,7.1,9,15.5,17.1,18.1,17.8,21.1
201,-8.75,52.58,0.02,0.023,0.023,0.02,0.12,1976,2463,2737,2615,3468,5.5,7,7.6,7.3,9.2,15.7,17.5,18.4,18.2,21.5
202,-8.75,52.75,0.02,0.023,0.023,0.02,0.07,1848,2342,2610,2497,3365,5.1,6.6,7.2,7,8.8,15.4,17.2,18.1,17.9,21.1
203,-8.75,52.92,0.02,0.023,0.023,0.02,0.03,1703,2198,2466,2351,3216,4.6,6.3,6.8,6.5,8.2,15,16.8,17.7,17.5,20.7
204,-8.75,53.08,0.02,0.023,0.023,0.02,0.03,1771,2274,2542,2430,3294,4.8,6.4,6.9,6.7,8.4,15.2,17,17.9,17.7,20.9
205,-8.75,53.25,0.02,0.023,0.023,0.02,0.02,1770,2259,2524,2408,3258,4.9,6.4,6.9,6.7,8.4,15.3,17,17.9,17.7,21
206,-8.75,53.42,0.02,0.023,0.023,0.02,0.02,1674,2147,2393,2302,3106,4.5,6.1,6.6,6.5,8.1,14.9,16.6,17.4,17.3,20.3
207,-8.75,53.58,0.02,0.023,0.023,0.02,0.02,1633,2076,2317,2223,2996,4.4,6,6.5,6.3,7.9,14.8,16.3,17.1,16.9,19.8
208,-8.75,53.75,0.02,0.023,0.023,0.02,0.02,1576,1994,2214,2128,2856,4.3,5.7,6.1,6,7.5,14.6,16,16.8,16.6,19.2
209,-8.75,53.92,0.02,0.023,0.023,0.02,0.02,1514,1897,2107,2019,2701,4.2,5.6,6.1,5.9,7.3,14.4,15.8,16.5,16.2,18.7
210,-8.75,54.08,0.02,0.023,0.023,0.02,0.02,1452,1790,1985,1918,2545,4,5.4,5.8,5.7,7.1,14.2,15.4,16.1,16,18.3
211,-8.75,54.25,0.02,0.023,0.023,0.02,0.02,1376,1696,1870,1803,2381,3.8,5.2,5.6,5.5,6.9,13.8,15.1,15.7,15.5,17.7
212,-8.75,54.75,0.02,0.022,0.023,0.02,0.02,1201,1417,1568,1517,2010,3.3,4.6,5,4.9,6.2,13.1,14,14.5,14.4,16
213,-8.58,37.08,0.5,0.572,0.619,0.58,0.67,4321,5098,5540,5347,6769,11.8,13.2,14,13.6,16,21.7,24.4,25.8,24.7,30.6
214,-8.58,37.25,0.45,0.529,0.561,0.53,0.61,3953,4721,5157,4973,6405,10.5,11.9,12.7,12.3,14.7,21.2,24,25.4,24.3,29.8
215,-8.58,37.42,0.45,0.522,0.557,0.53,0.61,3920,4706,5145,4968,6393,10.5,11.8,12.6,12.2,14.6,21.2,24.4,26.1,24.8,29.9
216,-8.58,37.58,0.47,0.542,0.586,0.55,0.64,4142,4938,5370,5190,6594,10.9,12.3,13.1,12.7,15.1,21.9,25.2,26.8,25.6,30.6
217,-8.58,37.75,0.46,0.532,0.572,0.54,0.63,4097,4901,5337,5150,6551,10.7,12.1,12.9,12.5,14.9,21.9,25.2,26.9,25.6,30.8
218,-8.58,37.92,0.45,0.528,0.568,0.53,0.62,4127,4947,5398,5211,6637,10.7,12.1,12.9,12.5,14.9,22.2,25.5,27.2,25.9,31.1
219,-8.58,38.08,0.43,0.503,0.538,0.51,0.59,4018,4847,5299,5108,6574,10.3,11.6,12.3,12,14.4,22.1,25.6,27.3,26,31
220,-8.58,38.25,0.44,0.517,0.557,0.52,0.61,4216,5039,5499,5309,6787,10.8,12.1,12.8,12.5,14.9,22.6,26.2,28.1,26.8,31.9
221,-8.58,38.42,0.44,0.515,0.554,0.52,0.61,4289,5124,5578,5388,6872,11,12.2,13,12.6,15,22.9,26.8,28.7,27.3,32.8
222,-8.58,38.58,0.43,0.499,0.54,0.51,0.59,4243,5063,5518,5340,6818,10.7,12,12.8,12.4,14.9,22.8,26.8,28.8,27.5,33.4
223,-8.58,38.75,0.41,0.486,0.529,0.49,0.59,4228,5091,5558,5343,6852,10.6,12.1,13,12.3,14.8,22.8,27,29.1,27.7,34
224,-8.58,38.92,0.4,0.479,0.524,0.48,0.59,4258,5131,5616,5392,6920,10.7,12.3,13.3,12.5,15,23,27.8,30.8,28.2,35.5
225,-8.58,39.08,0.38,0.455,0.507,0.46,0.57,4207,5067,5546,5329,6847,10.4,12.1,13.1,12.3,14.8,22.9,27.9,31.1,28.3,36
226,-8.58,39.25,0.37,0.443,0.493,0.45,0.56,4234,5085,5555,5338,6850,10.5,12.2,13.2,12.4,14.9,22.9,28,31.1,28.3,36.1
227,-8.58,39.42,0.34,0.416,0.471,0.42,0.54,4170,5021,5497,5271,6805,10.3,12,12.9,12.1,14.7,22.8,27.7,30.8,28,35.8
228,-8.58,39.58,0.29,0.353,0.412,0.36,0.5,3811,4672,5154,4937,6486,9.2,11,11.9,11.1,13.7,21.8,26.9,30,27.1,35
229,-8.58,39.75,0.27,0.33,0.394,0.34,0.48,3784,4656,5145,4921,6485,9.2,11,11.9,11.1,13.7,21.7,26.8,29.9,27,34.9
230,-8.58,39.92,0.26,0.32,0.383,0.33,0.47,3832,4714,5208,4979,6558,9.4,11.1,12.1,11.2,13.8,21.6,26.8,30,27,35
231,-8.58,40.08,0.27,0.331,0.394,0.34,0.48,3984,4863,5360,5128,6711,9.9,11.5,12.5,11.7,14.2,21.8,27,30.2,27.2,35.2
232,-8.58,40.25,0.25,0.316,0.379,0.32,0.47,3932,4817,5305,5088,6656,9.7,11.4,12.4,11.6,14.1,21.7,26.9,30,27.1,35
233,-8.58,40.42,0.25,0.303,0.368,0.31,0.46,3850,4726,5211,4991,6549,9.6,11.3,12.2,11.4,14,21.2,26.6,29.7,26.8,34.7
234,-8.58,40.58,0.25,0.303,0.366,0.31,0.46,3816,4689,5183,4960,6509,9.6,11.3,12.3,11.5,14,21.1,26.4,29.6,26.6,34.6
235,-8.58,40.75,0.25,0.297,0.36,0.3,0.46,3716,4613,5092,4872,6405,9.3,11.1,12.1,11.3,13.8,20.7,26.1,29.3,26.4,34.3
236,-8.58,40.92,0.23,0.28,0.334,0.29,0.43,3521,4397,4873,4646,6168,8.8,10.6,11.6,10.7,13.2,20.2,25.6,28.7,25.8,33.7
237,-8.58,41.08,0.22,0.274,0.322,0.28,0.43,3430,4293,4766,4558,6049,8.7,10.4,11.3,10.6,13,19.7,25.2,28.3,25.4,33.3
238,-8.58,41.25,0.22,0.268,0.315,0.28,0.42,3351,4171,4629,4433,5893,8.5,10.2,11.1,10.4,12.8,19.7,24.4,27.2,24.9,32.4
239,-8.58,41.42,0.22,0.265,0.308,0.28,0.42,3354,4165,4592,4430,5857,8.5,10.3,11.2,10.4,12.8,19.7,23.9,26.3,24.8,31.9
240,-8.58,41.58,0.21,0.255,0.291,0.27,0.41,3315,4095,4510,4372,5765,8.3,10,10.9,10.2,12.6,19.7,23.3,25.4,24.5,31.1
241,-8.58,41.75,0.19,0.24,0.274,0.26,0.39,3196,3964,4370,4257,5622,8,9.8,10.6,10,12.3,19.6,23,24.9,24.2,30.7
242,-8.58,41.92,0.15,0.208,0.245,0.23,0.34,2856,3618,4008,3901,5276,7,8.8,9.6,9,11.3,18.8,22.2,24.1,23.4,29.9
243,-8.58,42.08,0.19,0.23,0.265,0.25,0.37,3345,4113,4497,4403,5777,8.4,10.3,11.1,10.5,12.9,20,23.4,25.3,24.6,31.1
244,-8.58,42.25,0.16,0.204,0.241,0.23,0.34,3129,3891,4288,4187,5565,7.9,9.7,10.5,9.9,12.4,19.5,22.9,24.8,24.1,30.6
245,-8.58,42.42,0.15,0.2,0.236,0.22,0.34,3144,3934,4321,4226,5607,8.1,10,10.9,10.2,12.7,19.5,23,24.9,24.2,30.7
246,-8.58,42.58,0.14,0.188,0.226,0.21,0.33,3044,3837,4230,4126,5507,8,9.9,10.8,10.1,12.6,19.2,22.7,24.6,23.9,30.4
247,-8.58,42.75,0.14,0.193,0.233,0.22,0.34,3129,3934,4345,4235,5635,8.4,10.4,11.3,10.6,13.1,19.3,22.8,24.7,24,30.5
248,-8.58,42.92,0.11,0.179,0.219,0.2,0.33,2919,3730,4145,4019,5437,7.9,10.1,11.2,10.4,13.3,18.6,22.3,24.4,23.5,30
249,-8.58,43.08,0.08,0.157,0.198,0.19,0.32,2642,3462,3868,3752,5145,7.3,9.6,10.5,9.9,12.7,17.8,21.5,23.5,22.7,29.2
250,-8.58,43.25,0.11,0.196,0.243,0.23,0.37,2970,3781,4180,4055,5412,8.5,10.8,11.7,11.1,13.9,18.3,22,24,23.2,29.7
251,-8.58,51.75,0.02,0.023,0.022,0.02,0.11,2037,2487,2746,2633,3486,6.3,7.5,8.1,7.9,9.8,15.7,17.2,18.2,17.9,21.2
252,-8.58,51.92,0.02,0.023,0.023,0.02,0.12,1936,2405,2667,2551,3395,5.9,7.2,7.8,7.5,9.4,15.5,17.1,18,17.8,21
253,-8.58,52.08,0.02,0.023,0.023,0.02,0.09,1809,2274,2545,2420,3267,5.4,6.8,7.4,7.1,9,15.2,16.8,17.7,17.5,20.8
254,-8.58,52.25,0.02,0.023,0.023,0.02,0.09,1781,2250,2515,2399,3252,5.1,6.6,7.2,6.9,8.8,15.2,16.9,17.8,17.6,20.9
255,-8.58,52.42,0.02,0.023,0.023,0.02,0.11,1842,2323,2588,2466,3325,5.2,6.7,7.3,7,8.9,15.4,17.1,18,17.8,21.1
256,-8.58,52.58,0.02,0.023,0.023,0.02,0.11,1882,2366,2631,2524,3389,5.2,6.8,7.4,7.1,9,15.5,17.2,18.1,17.9,21.2
257,-8.58,52.75,0.02,0.023,0.023,0.02,0.07,1782,2268,2546,2430,3301,4.9,6.5,7.1,6.8,8.7,15.3,17,17.9,17.7,21
258,-8.58,52.92,0.02,0.023,0.023,0.02,0.03,1672,2159,2436,2320,3197,4.5,6.1,6.7,6.5,8.3,15,16.7,17.6,17.4,20.7
259,-8.58,53.08,0.02,0.023,0.023,0.02,0.02,1567,2031,2293,2183,3057,4.1,5.7,6.3,6,7.8,14.7,16.4,17.3,17.1,20.4
260,-8.58,53.25,0.02,0.023,0.023,0.02,0.02,1700,2189,2445,2338,3188,4.6,6.2,6.7,6.5,8.2,15.1,16.7,17.6,17.4,20.6
261,-8.58,53.42,0.02,0.023,0.023,0.02,0.02,1657,2116,2366,2259,3072,4.4,6,6.6,6.3,8,15,16.5,17.4,17.2,20.2
262,-8.58,53.58,0.02,0.023,0.023,0.02,0.02,1626,2061,2296,2207,2978,4.4,5.8,6.3,6.2,7.8,14.9,16.3,17.1,16.9,19.8
263,-8.58,53.75,0.02,0.023,0.023,0.02,0.02,1583,2003,2229,2134,2856,4.2,5.8,6.3,6.1,7.6,14.7,16.1,16.9,16.6,19.3
264,-8.58,53.92,0.02,0.023,0.023,0.02,0.02,1525,1900,2113,2031,2704,4.1,5.5,5.9,5.8,7.3,14.5,15.8,16.5,16.3,18.8
265,-8.58,54.08,0.02,0.023,0.023,0.02,0.02,1537,1894,2086,2013,2624,4.1,5.7,6.1,6,7.4,14.5,15.7,16.4,16.2,18.5
266,-8.58,54.25,0.02,0.023,0.023,0.02,0.02,1552,1897,2067,2009,2585,4.2,5.7,6,6,7.3,14.4,15.7,16.3,16.1,18.3
267,-8.58,54.42,0.02,0.023,0.023,0.02,0.02,1629,1955,2122,2061,2588,4.5,5.9,6.3,6.2,7.4,14.7,15.8,16.4,16.2,18.2
268,-8.58,54.58,0.02,0.023,0.023,0.02,0.02,1406,1690,1845,1778,2296,3.8,5.3,5.6,5.5,6.8,13.8,14.9,15.4,15.3,17.1
269,-8.58,54.75,0.02,0.023,0.023,0.02,0.02,1296,1535,1687,1635,2125,3.5,4.9,5.3,5.2,6.5,13.4,14.5,15,14.8,16.3
270,-8.42,37.08,0.5,0.579,0.626,0.58,0.67,4273,5099,5553,5360,6819,11.6,12.9,13.7,13.3,15.8,21.9,25.1,26.7,25.4,30.7
271,-8.42,37.25,0.48,0.559,0.599,0.56,0.65,4109,4929,5374,5187,6643,11,12.4,13.1,12.7,15.2,21.8,25,26.6,25.4,30.4
272,-8.42,37.42,0.46,0.543,0.583,0.55,0.64,4027,4835,5280,5096,6537,10.6,11.9,12.7,12.3,14.8,21.7,25,26.7,25.4,30.3
273,-8.42,37.58,0.46,0.53,0.571,0.54,0.63,3997,4807,5247,5060,6494,10.4,11.7,12.5,12.1,14.6,21.9,25.2,26.9,25.6,30.5
274,-8.42,37.75,0.47,0.542,0.594,0.55,0.65,4115,4957,5408,5206,6659,10.7,12,12.8,12.4,14.8,22.3,25.7,27.4,26.1,31.1
275,-8.42,37.92,0.47,0.555,0.607,0.55,0.66,4255,5091,5545,5352,6826,10.9,12.2,13,12.6,15,22.7,26.1,27.7,26.5,31.7
276,-8.42,38.08,0.46,0.546,0.599,0.55,0.65,4231,5082,5548,5355,6845,10.7,12.1,12.9,12.5,14.9,22.8,26.4,28.1,26.9,31.8
277,-8.42,38.25,0.46,0.54,0.594,0.54,0.65,4274,5127,5588,5395,6906,10.8,12.1,12.8,12.4,14.9,23.1,26.7,28.5,27.2,32.5
278,-8.42,38.42,0.44,0.522,0.573,0.53,0.63,4228,5097,5564,5371,6903,10.7,11.9,12.7,12.3,14.7,23,26.9,28.8,27.6,33.2
279,-8.42,38.58,0.42,0.501,0.542,0.51,0.6,4137,5003,5476,5280,6815,10.3,11.6,12.4,12,14.4,22.8,26.9,28.9,27.6,33.5
280,-8.42,38.75,0.41,0.492,0.539,0.5,0.6,4161,5055,5534,5326,6883,10.4,11.8,12.6,12.1,14.6,22.9,27.2,29.9,28,34.3
281,-8.42,38.92,0.41,0.487,0.536,0.49,0.6,4250,5140,5637,5402,6981,10.5,12.2,13.2,12.3,14.9,23.1,28.2,31.4,28.4,36.3
282,-8.42,39.08,0.38,0.455,0.509,0.46,0.58,4125,5006,5492,5268,6802,10.1,11.8,12.8,12,14.5,22.9,27.9,31.1,28.1,36.1
283,-8.42,39.25,0.36,0.437,0.491,0.44,0.57,4100,4976,5458,5234,6774,10.1,11.8,12.8,11.9,14.5,22.9,27.8,31,28.1,36
284,-8.42,39.42,0.35,0.424,0.479,0.43,0.56,4134,5022,5498,5280,6820,10.1,11.8,12.7,11.9,14.5,22.8,28.1,31.2,28.3,36.2
285,-8.42,39.58,0.33,0.394,0.452,0.4,0.53,4052,4921,5416,5198,6763,9.8,11.5,12.5,11.7,14.2,22.6,27.6,30.8,27.9,35.8
286,-8.42,39.75,0.29,0.348,0.409,0.36,0.5,3857,4739,5233,5016,6605,9.2,11,11.9,11.1,13.7,22,27.2,30.3,27.4,35.3
287,-8.42,39.92,0.26,0.313,0.377,0.32,0.47,3678,4581,5081,4867,6471,8.8,10.6,11.5,10.7,13.3,21.5,26.7,29.9,26.9,34.9
288,-8.42,40.08,0.25,0.305,0.368,0.31,0.46,3738,4648,5157,4931,6544,9,10.8,11.7,10.9,13.5,21.5,26.8,30,27,35
289,-8.42,40.25,0.25,0.308,0.37,0.31,0.46,3847,4751,5254,5022,6629,9.3,11.1,12,11.2,13.8,21.6,26.9,30.1,27.1,35.1
290,-8.42,40.42,0.25,0.301,0.363,0.31,0.46,3759,4665,5154,4936,6534,9.1,10.8,11.8,11,13.5,21.4,26.7,29.9,26.9,34.8
291,-8.42,40.58,0.25,0.301,0.366,0.31,0.46,3701,4608,5108,4881,6470,9,10.8,11.8,10.9,13.5,21,26.4,29.6,26.6,34.6
292,-8.42,40.75,0.22,0.276,0.319,0.28,0.42,3303,4218,4700,4483,6047,8,9.9,10.8,10,12.5,20,25.5,28.6,25.7,33.6
293,-8.42,40.92,0.21,0.266,0.309,0.28,0.41,3157,4057,4536,4319,5858,7.6,9.5,10.4,9.6,12.2,19.7,25.1,28.2,25.3,33.2
294,-8.42,41.08,0.23,0.281,0.333,0.29,0.44,3382,4266,4742,4525,6034,8.4,10.2,11.2,10.4,12.9,20.1,25.4,28.5,25.6,33.4
295,-8.42,41.25,0.21,0.262,0.302,0.28,0.41,3117,3980,4429,4251,5730,7.5,9.4,10.3,9.6,12.1,19.5,24.2,26.9,24.8,32.2
296,-8.42,41.42,0.22,0.268,0.316,0.28,0.43,3251,4071,4513,4348,5787,8,9.8,10.8,10,12.5,19.8,23.8,26.2,24.8,31.7
297,-8.42,41.58,0.22,0.264,0.304,0.28,0.42,3269,4068,4495,4358,5775,7.9,9.8,10.7,10,12.5,19.9,23.6,25.7,24.7,31.4
298,-8.42,41.75,0.2,0.245,0.281,0.27,0.4,3020,3816,4237,4105,5516,7.2,9,9.9,9.3,11.8,19.5,23,25.1,24.2,30.8
299,-8.42,41.92,0.17,0.222,0.258,0.24,0.37,2777,3570,3978,3862,5258,6.5,8.4,9.3,8.6,11.1,19,22.5,24.4,23.6,30.1
300,-8.42,42.08,0.19,0.234,0.27,0.26,0.39,3139,3925,4328,4233,5623,7.5,9.4,10.3,9.7,12.2,19.8,23.2,25.1,24.5,30.9
301,-8.42,42.25,0.15,0.199,0.24,0.23,0.35,2716,3530,3932,3829,5234,6.4,8.5,9.4,8.7,11.3,18.7,22.3,24.2,23.5,30
302,-8.42,42.42,0.11,0.166,0.208,0.19,0.32,2327,3132,3537,3430,4845,5.5,7.5,8.4,7.8,10.4,17.8,21.3,23.2,22.6,29
303,-8.42,42.58,0.11,0.164,0.205,0.19,0.31,2445,3268,3674,3567,4978,6,8.1,9.1,8.3,11,18,21.5,23.5,22.8,29.2
304,-8.42,42.75,0.14,0.192,0.231,0.22,0.35,2931,3770,4179,4069,5495,7.5,9.7,10.6,9.9,12.7,19.1,22.8,24.8,23.9,30.3
305,-8.42,42.92,0.11,0.176,0.216,0.2,0.34,2785,3621,4035,3925,5349,7.3,9.6,10.6,9.9,12.8,18.5,22.2,24.3,23.4,29.9
306,-8.42,43.08,0.1,0.172,0.216,0.2,0.34,2721,3560,3959,3846,5242,7.4,9.7,10.7,10,12.9,18.1,21.8,23.8,23,29.5
307,-8.42,43.25,0.12,0.21,0.257,0.24,0.4,2967,3793,4192,4071,5446,8.4,10.7,11.7,11,13.9,18.3,22.1,24.1,23.3,29.8
308,-8.42,51.75,0.02,0.023,0.022,0.02,0.12,2070,2539,2800,2688,3543,6.3,7.7,8.3,8.1,10,15.6,17.4,18.3,18.1,21.4
309,-8.42,51.92,0.02,0.023,0.023,0.02,0.12,1967,2441,2703,2590,3455,6,7.3,7.9,7.7,9.6,15.5,17.2,18.1,17.9,21.2
310,-8.42,52.08,0.02,0.023,0.023,0.02,0.08,1803,2274,2539,2420,3285,5.4,6.8,7.4,7.1,9,15.2,16.8,17.7,17.5,20.8
311,-8.42,52.25,0.02,0.023,0.023,0.02,0.1,1857,2323,2591,2478,3343,5.4,6.8,7.4,7.2,9.1,15.3,17.1,18,17.8,21.1
312,-8.42,52.42,0.02,0.023,0.023,0.02,0.08,1760,2235,2503,2387,3255,5,6.5,7.1,6.8,8.7,15.2,16.8,17.7,17.5,20.8
313,-8.42,52.58,0.02,0.023,0.023,0.02,0.1,1827,2320,2579,2472,3343,5.1,6.7,7.3,7,8.9,15.5,17.1,18,17.8,21.1
314,-8.42,52.75,0.02,0.023,0.023,0.02,0.07,1735,2220,2494,2384,3258,4.8,6.4,7,6.7,8.6,15.3,16.8,17.8,17.6,20.8
315,-8.42,52.92,0.02,0.023,0.023,0.02,0.05,1686,2171,2436,2329,3197,4.6,6.3,6.8,6.5,8.4,15.1,16.8,17.7,17.5,20.8
316,-8.42,53.08,0.02,0.023,0.023,0.02,0.03,1673,2141,2412,2305,3161,4.4,6.1,6.7,6.5,8.3,15.1,16.6,17.6,17.4,20.6
317,-8.42,53.25,0.02,0.023,0.023,0.02,0.03,1686,2153,2415,2314,3152,4.5,6.1,6.7,6.4,8.2,15.1,16.7,17.5,17.4,20.6
318,-8.42,53.42,0.02,0.023,0.023,0.02,0.02,1651,2113,2363,2265,3072,4.4,6,6.6,6.4,8.1,15,16.6,17.4,17.2,20.2
319,-8.42,53.58,0.02,0.023,0.023,0.02,0.02,1614,2040,2284,2186,2945,4.2,5.9,6.5,6.2,7.9,14.8,16.4,17.2,16.9,19.7
320,-8.42,53.75,0.02,0.023,0.023,0.02,0.02,1576,1973,2195,2110,2820,4.1,5.6,6.1,6,7.5,14.8,16.3,17,16.7,19.2
321,-8.42,53.92,0.02,0.023,0.023,0.02,0.02,1553,1915,2116,2043,2704,4.1,5.6,6.1,6,7.4,14.6,15.9,16.5,16.4,18.9
322,-8.42,54.08,0.02,0.023,0.023,0.02,0.02,1495,1821,2000,1936,2551,3.9,5.4,5.8,5.7,7.1,14.4,15.6,16.2,16,18.4
323,-8.42,54.25,0.02,0.023,0.023,0.02,0.02,1498,1812,1994,1927,2485,4,5.4,5.8,5.7,6.9,14.4,15.5,16.2,16,18
324,-8.42,54.42,0.02,0.023,0.023,0.02,0.02,1393,1663,1821,1760,2287,3.6,5,5.4,5.3,6.5,13.9,15,15.6,15.4,17.3
325,-8.42,54.58,0.02,0.023,0.023,0.02,0.02,1527,1830,1994,1927,2432,4.3,5.6,6,5.9,7.1,14.3,15.3,15.9,15.7,17.5
326,-8.42,54.75,0.02,0.023,0.023,0.02,0.02,1408,1678,1824,1772,2271,3.9,5.2,5.6,5.5,6.8,13.9,14.8,15.3,15.1,16.7
327,-8.42,54.92,0.02,0.023,0.023,0.02,0.02,1539,1836,1985,1930,2420,4.5,5.8,6.2,6.1,7.4,14.2,15,15.4,15.3,16.7
328,-8.25,37.08,0.51,0.584,0.631,0.59,0.68,4236,5096,5553,5360,6832,11.4,12.8,13.6,13.2,15.6,22,25.4,27,25.8,30.9
329,-8.25,37.25,0.49,0.565,0.614,0.57,0.66,4106,4962,5417,5233,6698,10.9,12.3,13.1,12.7,15.1,21.9,25.3,26.9,25.7,30.7
