afelong,afelat,ATEAMid,abialb,betnan,betpen,betpub,cassat,fagsyl,ileaqu,juncomm,junoxy,lardec,picabi,pinhal,pinsyl,quecoc,queile,quepub,querob
16.816,68.275,1645,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.825,52.109,1646,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.756,50.312,1647,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
16.772,50.762,1648,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
16.844,52.559,1649,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.852,68.723,1650,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
16.863,53.008,1651,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.883,53.457,1652,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.903,53.906,1653,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.923,54.356,1654,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
16.945,54.805,1655,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.061,57.049,1657,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.022,39.056,1658,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
17.035,39.506,1659,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
17.062,40.406,1660,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
17.076,40.856,1661,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
17.112,57.947,1662,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.199,44.456,1663,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
17.139,58.395,1664,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.15,43.106,1665,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
17.216,44.906,1666,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
17.166,43.556,1667,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0
17.166,58.844,1668,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.234,45.356,1669,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
17.183,44.006,1670,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1
17.252,45.805,1671,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
17.195,59.293,1672,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.13,69.168,1673,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
17.27,46.255,1674,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
17.144,69.616,1675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17.289,46.704,1676,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
17.308,47.154,1677,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
17.328,47.603,1678,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
17.348,48.052,1679,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
17.369,48.502,1680,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1
17.441,61.534,1681,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.455,61.982,1682,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.566,65.124,1683,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.469,62.431,1684,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.584,51.645,1685,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
17.39,59.738,1686,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.484,62.88,1687,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.402,60.187,1688,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.603,66.021,1689,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.499,63.329,1690,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.415,60.636,1691,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.623,66.47,1692,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.515,63.778,1693,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.428,61.085,1694,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.644,66.918,1695,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.531,64.227,1696,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.548,64.676,1697,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.574,51.196,1698,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
17.584,65.573,1699,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
17.525,48.948,1700,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
17.595,52.095,1701,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.534,49.398,1702,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
17.606,52.544,1703,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
17.543,49.847,1704,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
17.618,52.994,1705,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.553,50.297,1706,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1
17.629,53.443,1707,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.563,50.746,1708,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
17.642,53.893,1709,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.654,54.342,1710,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
17.667,54.791,1711,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
17.678,40.394,1712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
17.686,40.844,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
17.757,44.444,1714,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
17.766,44.894,1715,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
17.776,45.344,1716,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
17.72,42.644,1717,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
17.787,45.793,1718,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
17.729,43.094,1719,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
17.738,43.544,1720,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
17.747,43.994,1721,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
18,47.147,1722,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1
18,46.697,1723,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
18,46.248,1724,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
18,68.717,1725,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18,68.269,1726,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18,67.82,1727,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18,67.372,1728,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18,59.285,1729,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18,58.837,1730,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18,48.495,1731,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
18,48.046,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,47.596,1733,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
18.253,43.994,1734,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
18.262,43.544,1735,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
18.271,43.094,1736,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
18.213,45.793,1737,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
18.28,42.644,1738,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0
18.224,45.344,1739,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
18.234,44.894,1740,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
18.243,44.444,1741,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
18.322,40.394,1742,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
18.329,39.944,1743,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0
18.333,54.791,1744,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
18.346,54.342,1745,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
18.264,57.037,1746,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
18.358,53.893,1747,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
18.437,50.746,1748,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
18.371,53.443,1749,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
18.447,50.297,1750,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
18.382,52.994,1751,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
18.457,49.847,1752,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
18.394,78.573,1753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.466,49.398,1754,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
18.405,52.095,1755,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
18.475,48.948,1756,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
18.416,65.573,1757,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.426,51.196,1758,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
18.452,64.675,1759,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.469,64.227,1760,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.356,66.918,1761,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.48,57.499,1762,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18.485,63.778,1763,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.377,66.47,1764,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.501,63.329,1766,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.397,66.021,1767,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.598,60.187,1768,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18.516,62.88,1769,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.61,59.738,1770,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18.416,51.645,1771,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
18.434,65.124,1772,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
18.631,48.502,1773,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
18.652,48.052,1774,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
18.672,47.603,1775,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
18.692,47.154,1776,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
18.711,46.704,1777,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
18.843,70.065,1778,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
18.856,69.616,1779,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18.73,46.255,1780,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
18.87,69.168,1781,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
18.805,59.293,1782,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
18.748,45.805,1783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.817,44.006,1784,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0
18.766,45.356,1785,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
18.834,43.556,1786,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
18.784,44.906,1787,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
18.85,43.106,1788,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0
18.801,44.456,1789,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
18.865,42.656,1790,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1
18.88,42.206,1791,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1
18.888,57.947,1792,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
19.077,54.356,1793,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
19.097,53.906,1794,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.117,53.457,1795,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
19.137,53.008,1796,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
19.148,68.723,1797,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
19.156,52.559,1798,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
19.228,50.762,1799,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.244,50.312,1800,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.175,52.109,1801,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
19.184,68.275,1802,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
19.261,49.863,1803,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.193,51.66,1804,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.277,49.413,1805,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.21,51.211,1806,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
19.219,67.827,1807,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.292,48.964,1808,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
19.252,67.379,1809,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.308,48.514,1810,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1
19.322,48.064,1811,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1
19.337,47.615,1812,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
19.351,47.165,1813,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
19.365,46.715,1814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19.378,46.266,1815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
19.391,45.816,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.284,66.93,1817,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.404,45.366,1818,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
19.417,44.916,1819,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
19.427,64.689,1820,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.315,66.482,1821,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.429,44.466,1822,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0
19.441,44.016,1823,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0
19.452,43.566,1824,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
19.453,64.24,1825,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.345,66.034,1826,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.464,43.116,1827,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0
19.475,42.666,1828,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0
19.477,63.792,1829,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.373,65.586,1830,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.486,42.216,1831,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
19.496,41.766,1832,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1
19.501,63.343,1833,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.507,41.316,1834,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
19.401,65.137,1835,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
19.517,40.865,1836,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1
19.527,40.415,1837,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
19.536,39.965,1838,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
19.647,60.202,1839,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
19.665,59.754,1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.833,54.815,1841,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.846,54.366,1842,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.858,53.916,1843,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.87,53.467,1844,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.882,53.017,1845,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
19.893,52.568,1846,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
19.905,52.119,1847,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
19.915,51.669,1848,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.926,51.22,1849,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.936,50.77,1850,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
19.946,50.321,1851,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.956,49.871,1852,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.966,49.422,1853,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.975,48.972,1854,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
19.984,48.522,1855,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
19.993,48.072,1856,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
20.002,47.622,1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20.01,47.173,1858,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20.019,46.723,1859,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20.027,46.273,1860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
20.035,45.823,1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.042,45.373,1862,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
20.05,44.923,1863,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
20.057,44.473,1864,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
20.064,44.023,1865,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1
20.071,43.573,1866,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1
20.078,43.123,1867,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
20.085,42.672,1868,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
20.091,42.222,1869,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
20.098,41.772,1870,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1
20.104,41.322,1871,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0
20.11,40.872,1872,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1
20.116,40.421,1873,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
20.122,39.971,1874,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
20.128,39.52,1875,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
20.133,39.07,1876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.343,70.077,1878,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20.356,69.629,1879,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
20.37,69.181,1880,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.382,68.732,1881,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.394,68.284,1882,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.406,67.836,1883,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.417,67.387,1884,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.428,66.939,1885,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.438,66.49,1886,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.448,66.042,1887,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.458,65.594,1888,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.467,65.145,1889,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.476,64.697,1890,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.484,64.248,1891,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.492,63.799,1892,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
20.549,60.209,1893,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
20.611,54.82,1894,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
20.615,54.37,1895,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
20.619,53.921,1896,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
20.623,53.471,1897,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
20.627,53.022,1898,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
20.631,52.573,1899,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
20.635,52.123,1900,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
20.638,51.674,1901,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1
20.642,51.224,1902,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
20.645,50.775,1903,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
20.649,50.325,1904,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1
20.652,49.876,1905,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1
20.655,49.426,1906,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1
20.658,48.976,1907,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1
20.661,48.526,1908,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1
20.664,48.076,1909,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1
20.667,47.626,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20.67,47.176,1911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.673,46.727,1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.676,46.277,1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.678,45.827,1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.681,45.377,1915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.683,44.927,1916,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
20.686,44.477,1917,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
20.688,44.027,1918,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1
20.69,43.576,1919,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
20.693,43.126,1920,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
20.695,42.676,1921,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0
20.697,42.225,1922,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0
20.699,41.775,1923,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0
20.701,41.325,1924,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0
20.703,40.875,1925,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
20.705,40.424,1926,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
20.707,39.974,1927,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0
20.709,39.523,1928,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
20.711,39.073,1929,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.713,38.622,1930,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
20.715,38.171,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
20.716,37.721,1932,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
21.284,37.721,1933,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21.285,38.171,1934,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21.287,38.622,1935,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
21.289,39.073,1936,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21.291,39.523,1937,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
21.293,39.974,1938,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0
21.295,40.424,1939,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
21.297,40.875,1940,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0
21.299,41.325,1941,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0
21.301,41.775,1942,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
21.303,42.225,1943,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
21.305,42.676,1944,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21.307,43.126,1945,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
21.31,43.576,1946,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
21.312,44.027,1947,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21.314,44.477,1948,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
21.317,44.927,1949,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21.319,45.377,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.322,45.827,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21.324,46.277,1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.327,46.727,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.33,47.176,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.333,47.626,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
21.336,48.076,1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
